Element;Messstation;Datum;Wert;Einheit;Geo-Breite (Grad);Geo-Länge (Grad);Höhe (m);Sensorhöhe (m);Erstellungsdatum;Copyright;
Sonnenscheindauer;Berlin-Tegel;2017-06-04;2.6;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-05;5.9;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-06;4.8;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-07;7.0;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-08;3.3;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-09;11.9;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-10;10.0;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-11;11.0;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-12;6.2;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-13;3.9;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-14;13.9;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
Sonnenscheindauer;Berlin-Tegel;2017-06-15;12.3;hour;52.5644;13.3088;36;keine Daten vorhanden;2018-03-07;© Deutscher Wetterdienst 2018;
